Gene	23	21	31
CPHL1P	0.984763	0.979223	0.964956
ITGA8	0.107142	0.152778	0.797926
ARTN	0.969003	0.985574	0.965076
ART4	0.966192	0.976134	0.706983
STAU2-AS1	0.963904	0.993863	0.970053
MSL3P1	0.979334	0.974136	0.960397
RNF182	0.673443	0.480131	0.972194
B3GAT1	0.597348	0.979169	0.573161
GSDMC	0.99674	0.219796	0.307067
DLGAP5	0.958557	0.972427	0.960125
OIP5	0.984316	0.963403	0.988142
MZB1	0.980182	0.984734	0.802093
MSMB	0.597348	0.959904	0.307067
SOX21	0.988723	0.990468	0.802093
HOXA10	0.958965	0.985678	0.802093
GCNT3	0.97377	0.960127	0.802093
CCDC173	0.968198	0.999206	0.984088
PDK4	0.862394	0.960358	0.998341
IGHV1-2	0.597348	0.847148	0.84632
BHLHA15	0.985572	0.991703	0.98377
IGHV4-4	0.862394	0.956521	0.277588
MB	0.979866	0.952635	0.970184
SLC17A9	0.229414	0.986011	0.068685
CYP4A22-AS1	0.965805	0.97311	0.97787
SYT2	0.992363	0.668484	0.715337
SYT5	0.977424	0.480131	0.103043
SYT6	0.959843	0.421721	0.297331
SYT7	0.958048	0.536894	0.196081
IGKV1-12	0.427212	0.970528	0.13583
IGKV1-16	0.457556	0.997728	0.140717
IGKV1-17	0.229414	0.436273	0.562819
BRIP1	0.170411	0.357425	0.500632
ENO3	0.964648	0.98153	0.957245
SNORD94	0.967498	0.97273	0.962468
CNGB1	0.975634	0.969508	0.297331
NKAIN4	0.973007	0.974987	0.966571
NKAIN3	0.984613	0.986207	0.706983
NKAIN1	0.979846	0.96131	0.989374
VGF	0.862394	0.957922	0.968354
WNT3	0.978667	0.962523	0.990407
PACRG	0.170411	0.977509	0.010554
IGHV5-78	0.953457	0.994627	0.99046
KCP	0.965143	0.989682	0.963052
ADAM12	0.591419	0.735915	0.910723
PCSK1	0.983814	0.954524	0.974581
CCNA2	0.862394	0.95823	0.277588
SKA1	0.984798	0.847148	0.447401
SKA3	0.978741	0.976229	0.988434
SVEP1	0.031865	0.037209	0.941311
PHACTR1	0.9851	0.668484	0.293186
ARHGAP40	0.985039	0.96534	0.955842
TNNT1	0.97378	0.985596	0.958075
TESC	0.978959	0.953278	0.982497
AOC3	0.862394	0.847148	0.999792
IGLV1-36	0.963271	0.955008	0.97919
ESPNP	0.960285	0.985135	0.978734
KCNA4	0.272035	0.198949	0.986901
KCNA5	0.071626	0.140826	0.595986
BHMT	0.999235	0.847148	0.988127
PLA2G2C	0.957162	0.992125	0.978814
SPTBN2	0.311242	0.243875	0.984757
IGKV2-30	0.311242	0.668484	0.447305
SERPINB5	0.862394	0.668484	0.964127
SERPINB7	0.427212	0.357425	0.955212
TRIM58	0.849903	0.659981	0.972876
ZNF252P-AS1	0.980138	0.980047	0.989933
GPR146	0.978422	0.971827	0.982656
SLC7A9	0.862394	0.847148	0.981622
IGHV1-45	0.427212	0.963802	0.297331
IGHV1-46	0.975634	0.894815	0.13583
GLIPR2	0.968899	0.988992	0.984487
ACTN2	0.283372	0.376033	0.835675
LINC00634	0.972763	0.989008	0.972223
TMPRSS6	0.311242	0.97153	0.145706
SLC35F3	0.597348	0.436273	0.98821
FOXF1	0.597348	0.847148	0.84632
HAR1B	0.964327	0.974191	0.998874
INSL3	0.998952	0.95654	0.965622
RDM1	0.963464	0.968946	0.993611
INMT	0.597348	0.668484	0.978581
NPTX1	0.951602	0.961449	0.802093
PTCHD3P2	0.963302	0.972153	0.980362
GLDN	0.996164	0.955226	0.953609
GLDC	0.127247	0.243875	0.586277
QPCT	0.962011	0.965123	0.706983
GRK5	0.862394	0.436273	0.696917
RN7SL1	0.976799	0.985708	0.963205
RN7SL3	0.983358	0.990692	0.990116
CAPSL	0.427212	0.847148	0.50388
MYADML2	0.987466	0.997378	0.952845
HPCA	0.984622	0.480131	0.802093
IGSF10	0.053881	0.082538	0.783311
EFCC1	0.96494	0.996323	0.706983
RBBP8NL	0.966512	0.967454	0.802093
GPC3	0.956922	0.436273	0.365707
LOXHD1	0.996989	0.992149	0.976968
HMGB3	0.976732	0.967562	0.994618
EEF1A2	0.974911	0.357425	0.260105
CALY	0.952634	0.976752	0.975833
C5orf46	0.990404	0.975203	0.992692
TRIM9	0.975634	0.532183	0.653257
PAH	0.597348	0.536894	0.98368
LYPD3	0.993707	0.894815	0.988091
LYPD1	0.862394	0.987226	0.663374
FAT2	0.031865	0.073268	0.545591
AKR7A3	0.862394	0.668484	0.958824
CKMT1A	0.977177	0.97349	0.802093
CKMT1B	0.96469	0.966296	0.95108
BCL2L15	0.967828	0.980507	0.965051
BCL2L10	0.962951	0.979726	0.802093
IGHV1-3	0.985646	0.966503	0.999667
SLC38A3	0.987424	0.984067	0.973956
YBX2	0.952391	0.968943	0.961429
ERG	0.311242	0.668484	0.447305
FAM172BP	0.974106	0.994098	0.957602
IBSP	0.597348	0.847148	0.84632
SOSTDC1	0.975332	0.997344	0.971349
IGLL1	0.974981	0.957915	0.964196
IGLL5	0.862394	0.994423	0.974214
CEP55	0.463273	0.421721	0.953718
ATP10B	0.765101	0.949997	0.85724
CPXM1	0.311242	0.436273	0.832401
PLAC1	0.968008	0.955933	0.963963
PLAC4	0.979543	0.985108	0.976819
PLAC9	0.986224	0.998747	0.990687
DLX5	0.975634	0.735915	0.979216
DLX3	0.97421	0.985956	0.958748
IGHV3OR16-6	0.998	0.978805	0.959131
IGHV3OR16-8	0.975634	0.735915	0.979216
FERMT1	0.427212	0.988983	0.13583
KLHDC8A	0.862394	0.847148	0.991298
DPYD-AS1	0.974253	0.989253	0.958941
RETN	0.989283	0.987385	0.990061
IGKV1D-8	0.862394	0.958929	0.663374
VWF	0.127247	0.048684	0.573715
CDH17	0.591419	0.626063	0.952759
B4GALNT4	0.311242	0.668484	0.447305
B4GALNT1	0.597348	0.668484	0.98221
B4GALNT2	0.597348	0.536894	0.98915
C1orf87	0.862394	0.981337	0.955981
KIFC1	0.958392	0.626985	0.84632
HS6ST2	0.980442	0.994871	0.976422
TAF7L	0.970573	0.847148	0.988127
GDPD4	0.597348	0.668484	0.994353
FCRL4	0.095355	0.536894	0.072457
FCRL5	0.127247	0.069191	0.798882
IGLV5-45	0.970946	0.956346	0.951221
IGLV5-48	0.963257	0.976791	0.706983
PNMA6A	0.958279	0.975218	0.95248
LRRC2	0.996108	0.954451	0.988127
MORN5	0.974927	0.847148	0.447401
SCUBE3	0.996043	0.98046	0.706983
SCUBE1	0.427212	0.357425	0.968222
RPSAP52	0.966163	0.983206	0.999052
RPSAP56	0.972735	0.977131	0.995755
PTHLH	0.973162	0.997734	0.950634
TPPP3	0.987926	0.976156	0.964689
GFRA3	0.9519	0.955282	0.985298
EPHA6	0.636584	0.528883	0.958292
COL9A1	0.071626	0.140826	0.595986
GLB1L3	0.862394	0.847148	0.970541
ARL9	0.97535	0.986592	0.802093
RRM2	0.992448	0.894815	0.307067
SRSF12	0.971762	0.994596	0.95739
IGKV3-11	0.960156	0.668484	0.715337
IGKV3-15	0.985986	0.953761	0.706983
Y_RNA	0.965966	0.956853	0.983584
SH2D4B	0.427212	0.986789	0.13583
LINC00525	0.998313	0.986643	0.952946
TICRR	0.984344	0.966586	0.956805
SLC4A1	0.170411	0.202588	0.973897
KNTC1	0.170411	0.29458	0.655639
IGSF9	0.862394	0.966304	0.277588
IGSF1	0.429571	0.994241	0.265879
FGR	0.673443	0.953023	0.706983
FGA	0.457556	0.958897	0.358499
FGB	0.968655	0.764435	0.967637
RPL39L	0.952967	0.972931	0.956797
NEIL3	0.597348	0.847148	0.84632
MESP1	0.990749	0.95592	0.802093
MESP2	0.979332	0.952304	0.802093
IGHV3-35	0.980997	0.982845	0.960972
IGHV3-33	0.986141	0.984736	0.982347
IGHV3-30	0.993905	0.954757	0.969328
IGHV3-38	0.597348	0.847148	0.84632
RAD54L	0.597348	0.536894	0.965349
ABCB6	0.970062	0.978431	0.999424
ABCB4	0.761772	0.626063	0.953491
ZYG11A	0.981037	0.992948	0.952822
ITGA11	0.761772	0.979472	0.145706
B3GNT6	0.862394	0.668484	0.974054
BEAN1	0.976822	0.976441	0.979586
C8B	0.071626	0.536894	0.037972
EPHA10	0.597348	0.357425	0.850187
DMRTA2	0.98414	0.982955	0.981776
MSR1	0.862394	0.536894	0.90601
TBX3	0.427212	0.536894	0.948603
SBSPON	0.975426	0.994195	0.98316
LRRC18	0.427212	0.957351	0.297331
LRRC15	0.994625	0.626063	0.528196
FAM111B	0.956455	0.847148	0.988127
IGKV1-13	0.977781	0.956741	0.977188
CHRNA5	0.862394	0.991267	0.663374
CHRNA9	0.979217	0.847148	0.988127
FAM83F	0.995054	0.950628	0.988127
SIRPD	0.972646	0.97585	0.97565
FOXM1	0.427212	0.847148	0.50388
DLX6-AS1	0.969755	0.98903	0.969298
IGHJ6	0.978487	0.997279	0.958793
IGHJ5	0.975624	0.993646	0.998047
IGHJ4	0.994334	0.963353	0.990213
IGHJ2	0.950043	0.969068	0.802093
IGHJ1	0.974737	0.981559	0.990321
CDCA2	0.979319	0.990409	0.958955
CDCA3	0.97464	0.961994	0.958221
CDCA7	0.862394	0.95893	0.978005
CDCA5	0.964917	0.988111	0.954039
CDCA8	0.996688	0.975286	0.967157
SPRED3	0.972611	0.988609	0.802093
RHBDL2	0.977134	0.95285	0.706983
RHBDL1	0.983316	0.973965	0.999892
TEX11	0.982147	0.974053	0.675122
SLCO1A2	0.311242	0.536894	0.637091
CYP24A1	0.862394	0.668484	0.99548
MAD2L1	0.972745	0.894815	0.960768
CASQ2	0.986804	0.985478	0.965286
BMPER	0.094314	0.988227	0.001923
RN7SL521P	0.966601	0.95763	0.969864
PROK2	0.964821	0.9597	0.990681
FBXO43	0.989466	0.972205	0.995679
SFRP5	0.960613	0.970499	0.706983
COL1A1	0.692632	0.96443	0.586277
COL6A6	0.017314	0.098526	0.160887
KLK12	0.953169	0.992083	0.981108
TMEM100	0.989926	0.847148	0.988127
DDX12P	0.976813	0.969531	0.998468
RNF222	0.988197	0.990834	0.957496
FGL1	0.862394	0.964864	0.980148
DSP	0.559461	0.96209	0.401493
THBD	0.862394	0.995741	0.663374
SNORD46	0.953439	0.990905	0.964614
IGLV2-23	0.673443	0.996489	0.447401
HECW1	0.407279	0.431572	0.99625
