Gene	13	12	32
CPHL1P	0.996822	0.953119	0.995834
ITGA8	0.80185	0.150176	0.272278
ARTN	0.980639	0.969148	0.986747
ART4	0.285035	0.985293	0.954321
STAU2-AS1	0.973009	0.964265	0.982884
MSL3P1	0.965094	0.978027	0.978258
RNF182	0.96858	0.97231	0.954105
B3GAT1	0.699823	0.983032	0.974994
GSDMC	0.979113	0.833083	0.908637
DLGAP5	0.697457	0.966334	0.988316
OIP5	0.96023	0.975058	0.958364
MZB1	0.958628	0.164653	0.308243
MSMB	0.285627	0.972038	0.972202
SOX21	0.990893	0.957819	0.964639
HOXA10	0.964702	0.978137	0.966178
GCNT3	0.810142	0.993734	0.954938
CCDC173	0.676598	0.959905	0.956614
PDK4	0.981333	0.99309	0.988761
IGHV1-2	0.865681	0.977181	0.972369
BHLHA15	0.972992	0.992864	0.95423
IGHV4-4	0.970784	0.979086	0.98943
MB	0.961579	0.998426	0.969094
SLC17A9	0.956509	0.187715	0.182266
CYP4A22-AS1	0.967562	0.971731	0.952119
SYT2	0.699823	0.991366	0.979332
SYT5	0.972523	0.978216	0.964867
SYT6	0.750367	0.981041	0.914537
SYT7	0.699823	0.95135	0.99294
IGKV1-12	0.972523	0.833083	0.666255
IGKV1-16	0.964462	0.361029	0.450137
IGKV1-17	0.951964	0.754247	0.914537
BRIP1	0.993427	0.993844	0.959801
ENO3	0.107649	0.986618	0.990164
SNORD94	0.979675	0.994905	0.951593
CNGB1	0.865681	0.833083	0.966526
NKAIN4	0.697457	0.954535	0.963279
NKAIN3	0.966666	0.999745	0.964104
NKAIN1	0.961461	0.971576	0.984436
VGF	0.317855	0.982728	0.951427
WNT3	0.953116	0.963898	0.998524
PACRG	0.086967	0.977884	0.308243
IGHV5-78	0.963569	0.996785	0.985314
KCP	0.990463	0.989374	0.961521
ADAM12	0.151315	0.000762	0.088867
PCSK1	0.972199	0.973185	0.976629
CCNA2	0.966105	0.968454	0.956911
SKA1	0.676598	0.998106	0.985465
SKA3	0.810142	0.99263	0.991428
SVEP1	0.981392	0.078282	0.076342
PHACTR1	0.107649	0.164653	0.979005
ARHGAP40	0.983884	0.976444	0.966936
TNNT1	0.96724	0.450124	0.666255
TESC	0.697457	0.97769	0.952534
AOC3	0.96482	0.000257	0.005521
IGLV1-36	0.810142	0.961785	0.978776
ESPNP	0.964487	0.977361	0.980642
KCNA4	0.976042	0.105044	0.18072
KCNA5	0.952493	0.867262	0.952833
BHMT	0.107649	0.164653	0.987728
PLA2G2C	0.955257	0.96857	0.98639
SPTBN2	0.041564	0.965572	0.979136
IGKV2-30	0.154397	0.053253	0.58689
SERPINB5	0.498666	0.961762	0.961772
SERPINB7	0.972146	0.950833	0.992204
TRIM58	0.000602	0.953882	0.494792
ZNF252P-AS1	0.973297	0.997657	0.9827
GPR146	0.810142	0.996622	0.979371
SLC7A9	0.697457	0.001752	0.000595
IGHV1-45	0.310161	0.953045	0.914537
IGHV1-46	0.950297	0.977285	0.980474
GLIPR2	0.981824	0.971878	0.967169
ACTN2	0.089476	0.079991	0.594624
LINC00634	0.997111	0.982117	0.983589
TMPRSS6	0.975316	0.958233	0.992147
SLC35F3	0.466791	0.951044	0.778039
FOXF1	0.865681	0.977555	0.980713
HAR1B	0.971714	0.951182	0.963731
INSL3	0.958456	0.974761	0.979387
RDM1	0.285035	0.164653	0.908637
INMT	0.154397	0.998065	0.778039
NPTX1	0.963816	0.964678	0.983929
PTCHD3P2	0.968367	0.961324	0.981152
GLDN	0.970081	0.990906	0.995729
GLDC	0.958359	0.970272	0.958133
QPCT	0.978967	0.450124	0.308243
GRK5	0.998515	0.965572	0.969022
RN7SL1	0.953347	0.972826	0.965138
RN7SL3	0.978365	0.982507	0.995257
CAPSL	0.985375	0.965572	0.908637
MYADML2	0.992242	0.966371	0.957964
HPCA	0.969653	0.980874	0.964859
IGSF10	0.955695	0.133736	0.130683
EFCC1	0.950358	0.971915	0.954378
RBBP8NL	0.990324	0.975369	0.981928
GPC3	0.865681	0.833083	0.981222
LOXHD1	0.959733	0.990492	0.993867
HMGB3	0.986982	0.997137	0.964113
EEF1A2	0.027236	0.450124	0.966776
CALY	0.952342	0.962159	0.971403
C5orf46	0.993266	0.995773	0.979668
TRIM9	0.232974	0.954025	0.984339
PAH	0.885719	0.97801	0.908637
LYPD3	0.996774	0.973848	0.978053
LYPD1	0.985931	0.98803	0.988117
FAT2	0.364096	0.018322	0.129986
AKR7A3	0.498666	0.978806	0.994316
CKMT1A	0.810142	0.983029	0.958225
CKMT1B	0.98774	0.99756	0.997679
BCL2L15	0.956805	0.98869	0.960399
BCL2L10	0.98202	0.97189	0.987159
IGHV1-3	0.956431	0.978066	0.999622
SLC38A3	0.985707	0.980101	0.981641
YBX2	0.676598	0.977536	0.96875
ERG	0.677374	0.978189	0.908637
FAM172BP	0.982325	0.961346	0.976833
IBSP	0.972809	0.996491	0.975818
SOSTDC1	0.989746	0.992882	0.984093
IGLL1	0.697457	0.964902	0.99875
IGLL5	0.972104	0.666965	0.666255
CEP55	0.699823	0.961873	0.955036
ATP10B	0.697406	0.959791	0.958006
CPXM1	0.885719	0.00214	0.0018
PLAC1	0.990834	0.980675	0.966956
PLAC4	0.982516	0.971783	0.988304
PLAC9	0.979418	0.960564	0.991429
DLX5	0.779413	0.685453	0.914537
DLX3	0.967901	0.996279	0.985985
IGHV3OR16-6	0.960787	0.979544	0.986932
IGHV3OR16-8	0.652443	0.540498	0.312195
FERMT1	0.987672	0.974819	0.964535
KLHDC8A	0.980338	0.053253	0.076009
DPYD-AS1	0.993949	0.9597	0.993768
RETN	0.969934	0.993981	0.962507
IGKV1D-8	0.96186	0.450124	0.666255
VWF	0.104211	0.216584	0.880259
CDH17	0.343943	0.997608	0.979614
B4GALNT4	0.466791	0.960713	0.778039
B4GALNT1	0.310161	0.666965	0.985975
B4GALNT2	0.074008	0.963079	0.668696
C1orf87	0.99891	0.99278	0.982107
KIFC1	0.885719	0.981511	0.908637
HS6ST2	0.97606	0.996454	0.98756
TAF7L	0.972523	0.973561	0.986858
GDPD4	0.154397	0.985489	0.778039
FCRL4	0.971708	0.004894	0.015423
FCRL5	0.040447	0.124301	0.880259
IGLV5-45	0.996699	0.988023	0.960381
IGLV5-48	0.995365	0.994675	0.952843
PNMA6A	0.998809	0.963949	0.996588
LRRC2	0.699823	0.992856	0.973146
MORN5	0.107649	0.973082	0.963243
SCUBE3	0.983315	0.450124	0.308243
SCUBE1	0.292634	0.006363	0.163925
RPSAP52	0.964325	0.991881	0.965084
RPSAP56	0.982787	0.986973	0.954653
PTHLH	0.966745	0.450124	0.666255
TPPP3	0.975062	0.979102	0.983217
GFRA3	0.972523	0.833083	0.666255
EPHA6	0.345462	0.165868	0.517875
COL9A1	0.83584	0.994975	0.963225
GLB1L3	0.676598	0.015721	0.182266
ARL9	0.810142	0.962253	0.957002
RRM2	0.589347	0.981867	0.952534
SRSF12	0.98808	0.969988	0.954346
IGKV3-11	0.972523	0.833083	0.666255
IGKV3-15	0.986652	0.963566	0.996135
Y_RNA	0.977449	0.968157	0.981746
SH2D4B	0.699823	0.996773	0.976719
LINC00525	0.95079	0.963832	0.988987
TICRR	0.955063	0.965572	0.908637
SLC4A1	0.994543	0.167897	0.163925
KNTC1	0.764634	0.451233	0.717577
IGSF9	0.285035	0.950097	0.969096
IGSF1	0.197408	0.939319	0.98687
FGR	0.972884	0.992064	0.960852
FGA	0.061837	0.791175	0.076009
FGB	0.950485	0.086713	0.163925
RPL39L	0.996251	0.958542	0.973205
NEIL3	0.980581	0.833083	0.908637
MESP1	0.99624	0.164653	0.308243
MESP2	0.810142	0.998662	0.95379
IGHV3-35	0.966106	0.974364	0.952816
IGHV3-33	0.972789	0.965823	0.986237
IGHV3-30	0.810142	0.95488	0.994714
IGHV3-38	0.498666	0.98414	0.976431
RAD54L	0.987799	0.965572	0.98799
ABCB6	0.697457	0.984462	0.970005
ABCB4	0.764634	0.451233	0.717577
ZYG11A	0.982512	0.950453	0.986786
ITGA11	0.998706	0.965572	0.997883
B3GNT6	0.699823	0.965572	0.666255
BEAN1	0.992089	0.985239	0.99262
C8B	0.061837	0.269413	0.005521
EPHA10	0.250039	0.451233	0.076009
DMRTA2	0.985059	0.965266	0.995969
MSR1	0.154397	0.98963	0.778039
TBX3	0.522027	0.112692	0.450137
SBSPON	0.676598	0.951491	0.988964
LRRC18	0.99173	0.833083	0.908637
LRRC15	0.252386	0.956865	0.970218
FAM111B	0.317855	0.965176	0.955319
IGKV1-13	0.997669	0.968876	0.993933
CHRNA5	0.962062	0.974277	0.974757
CHRNA9	0.317855	0.978966	0.954621
FAM83F	0.699823	0.988743	0.971125
SIRPD	0.986061	0.450124	0.666255
FOXM1	0.994853	0.965572	0.908637
DLX6-AS1	0.988318	0.997199	0.994754
IGHJ6	0.95168	0.950868	0.974808
IGHJ5	0.995016	0.97353	0.984531
IGHJ4	0.98968	0.956975	0.95086
IGHJ2	0.981506	0.96426	0.974973
IGHJ1	0.99076	0.992209	0.973553
CDCA2	0.699823	0.980952	0.974946
CDCA3	0.971181	0.164653	0.308243
CDCA7	0.285627	0.976971	0.957526
CDCA5	0.810142	0.972546	0.984323
CDCA8	0.810142	0.962787	0.952169
SPRED3	0.982595	0.164653	0.308243
RHBDL2	0.964604	0.9828	0.955127
RHBDL1	0.676598	0.992622	0.965518
TEX11	0.991222	0.954804	0.980415
SLCO1A2	0.972357	0.960827	0.979032
CYP24A1	0.98559	0.053253	0.182266
MAD2L1	0.438557	0.958519	0.956937
CASQ2	0.697457	0.965407	0.994172
BMPER	0.391822	0.867262	0.450137
RN7SL521P	0.970249	0.997236	0.976304
PROK2	0.953885	0.969282	0.974606
FBXO43	0.985238	0.961645	0.990726
SFRP5	0.285035	0.977779	0.99195
COL1A1	0.962561	0.965942	0.991682
COL6A6	0.925206	0.811489	0.94364
