Gene	12	13	23
CPHL1P	0.971566	0.954641	0.979814
ITGA8	0.46473	0.981611	0.56612
ARTN	0.954046	0.975086	0.990768
ART4	0.986646	0.796693	0.964011
STAU2-AS1	0.9827	0.98501	0.969235
MSL3P1	0.955073	0.995134	0.977961
RNF182	0.967139	0.72779	0.996058
B3GAT1	0.951262	0.958102	0.985723
GSDMC	0.966736	0.864488	0.985344
DLGAP5	0.977816	0.796693	0.993331
OIP5	0.981211	0.958454	0.958298
MZB1	0.310449	0.960344	0.562616
MSMB	0.912263	0.36958	0.981321
SOX21	0.996371	0.961129	0.954702
HOXA10	0.983265	0.994084	0.952154
GCNT3	0.987952	0.991611	0.981014
CCDC173	0.960171	0.533487	0.964784
PDK4	0.999597	0.867569	0.987296
IGHV1-2	0.31757	0.984969	0.313244
BHLHA15	0.980324	0.960615	0.982948
IGHV4-4	0.993948	0.796693	0.972757
MB	0.988413	0.986061	0.964785
SLC17A9	0.593625	0.653811	0.313244
CYP4A22-AS1	0.988203	0.952282	0.972484
SYT2	0.912263	0.864488	0.968805
SYT5	0.912263	0.36958	0.971604
SYT6	0.776565	0.960649	0.736761
SYT7	0.912263	0.864488	0.983321
IGKV1-12	0.98756	0.36958	0.562616
IGKV1-16	0.957906	0.560618	0.559305
IGKV1-17	0.442266	0.742298	0.736761
BRIP1	0.939727	0.605295	0.950414
ENO3	0.963312	0.067034	0.736761
SNORD94	0.999896	0.981594	0.976089
CNGB1	0.998358	0.9795	0.960284
NKAIN4	0.998285	0.796693	0.972795
NKAIN3	0.669282	0.970874	0.562616
NKAIN1	0.954378	0.988313	0.998789
VGF	0.97549	0.867569	0.978682
WNT3	0.984665	0.969012	0.978878
PACRG	0.982733	0.135117	0.562616
IGHV5-78	0.999755	0.992307	0.999133
KCP	0.997068	0.991307	0.976797
ADAM12	0.010907	0.923406	0.075561
PCSK1	0.991546	0.887808	0.985046
CCNA2	0.995679	0.796693	0.963273
SKA1	0.992668	0.957622	0.950961
SKA3	0.310449	0.974796	0.562616
SVEP1	0.095245	0.222921	0.012366
PHACTR1	0.669282	0.545592	0.993708
ARHGAP40	0.973697	0.98139	0.987898
TNNT1	0.669282	0.980757	0.977986
TESC	0.988222	0.796693	0.980266
AOC3	0.005876	0.9642	0.079839
IGLV1-36	0.974105	0.983574	0.95096
ESPNP	0.980274	0.980071	0.969032
KCNA4	0.344059	0.461292	0.132855
KCNA5	0.45682	0.780871	0.323521
BHMT	0.669282	0.545592	0.953258
PLA2G2C	0.979443	0.977818	0.954661
SPTBN2	0.957906	0.95455	0.985328
IGKV2-30	0.016761	0.864488	0.018435
SERPINB5	0.912263	0.961976	0.982314
SERPINB7	0.95164	0.972539	0.986158
TRIM58	0.95962	0.916285	0.995231
ZNF252P-AS1	0.98983	0.994407	0.982931
GPR146	0.959752	0.72779	0.997038
SLC7A9	0.022446	0.796693	0.018621
IGHV1-45	0.776565	0.653811	0.961358
IGHV1-46	0.912263	0.973058	0.988782
GLIPR2	0.994416	0.979618	0.952237
ACTN2	0.287886	0.447604	0.762325
LINC00634	0.968286	0.951419	0.998183
TMPRSS6	0.950256	0.653811	0.982294
SLC35F3	0.987471	0.887808	0.961355
FOXF1	0.967233	0.980315	0.951105
HAR1B	0.985323	0.978117	0.96291
INSL3	0.969505	0.956894	0.963278
RDM1	0.669282	0.999379	0.967108
INMT	0.912263	0.904086	0.736761
NPTX1	0.987643	0.982848	0.988097
PTCHD3P2	0.991979	0.981927	0.976953
GLDN	0.961303	0.996521	0.952834
GLDC	0.762341	0.637158	0.976013
QPCT	0.669282	0.987851	0.562616
GRK5	0.593625	0.653811	0.313244
RN7SL1	0.962957	0.987716	0.96674
RN7SL3	0.983926	0.983705	0.995768
CAPSL	0.968864	0.999842	0.978801
MYADML2	0.95523	0.99941	0.978216
HPCA	0.963528	0.796693	0.983852
IGSF10	0.685577	0.68009	0.45237
EFCC1	0.989881	0.968875	0.9615
RBBP8NL	0.985956	0.986411	0.963927
GPC3	0.31757	0.973337	0.559305
LOXHD1	0.989206	0.963061	0.962644
HMGB3	0.975135	0.951733	0.956651
EEF1A2	0.055111	0.96788	0.19043
CALY	0.982942	0.981155	0.981709
C5orf46	0.996761	0.951607	0.968581
TRIM9	0.846667	0.488886	0.994427
PAH	0.974262	0.986261	0.991775
LYPD3	0.974872	0.545592	0.980908
LYPD1	0.968265	0.958945	0.954761
FAT2	0.521376	0.727555	0.364255
AKR7A3	0.776565	0.653811	0.969558
CKMT1A	0.981455	0.993003	0.986304
CKMT1B	0.973088	0.95064	0.950756
BCL2L15	0.996129	0.952987	0.990332
BCL2L10	0.972712	0.967879	0.99737
IGHV1-3	0.963287	0.995516	0.971479
SLC38A3	0.997895	0.95879	0.977014
YBX2	0.994862	0.954291	0.990596
ERG	0.969436	0.369583	0.967983
FAM172BP	0.954846	0.978252	0.993274
IBSP	0.912263	0.961383	0.953287
SOSTDC1	0.997312	0.987481	0.978362
IGLL1	0.957518	0.796693	0.998351
